InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
    R-87        L-5        368       1830        256          5
    R-88        L-1        835       2330        458          1
    R-89        L-3        554       1259        263          3
    R-90        L-2        848       1531        325          2
    R-91        L-5        714       2096        445          1
    R-92        L-5        759       1594        433          3
    R-93        L-1        792       1701        370          3
    R-94        L-4        206        498        231          4
    R-95        L-3       1502       1756        231          1
    R-96        L-3       1773       2353        372          2
    R-97        L-4        803       2152        389          1
    R-98        L-4       2377       2866        277          3
    R-99        L-4        251       1645        265          3
   R-100        L-4        488       1179        444          2
   R-101        L-3       2425       3608        287          3
   R-102        L-5       2419       3398        377          3
   R-103        L-1       2055       3543        484          5
   R-104        L-4       1222       2502        201          5
   R-105        L-1       2398       3076        330          3
   R-106        L-3        257       1732        307          2
   R-107        L-3        830       1291        342          3
   R-108        L-5       1732       2394        311          1
   R-109        L-3        569       1329        382          2
   R-110        L-4       2155       3442        313          5
   R-111        L-4       1671       2112        262          1
   R-112        L-2       1034       2009        424          1
   R-113        L-5       2176       3149        457          3
   R-114        L-3       1679       2904        353          1
   R-115        L-3       2432       3176        412          1
   R-116        L-1       2264       3665        362          1
   R-117        L-4        657       1786        231          5
   R-118        L-3        571       1399        290          1
   R-119        L-3        459       1428        336          4
   R-120        L-3       1852       2326        239          4
   R-121        L-2       2030       2996        331          1
   R-122        L-2        408       1650        463          2
   R-123        L-3       1406       1831        206          2
   R-124        L-4       2488       2811        260          3
   R-125        L-3       2202       2652        308          2
   R-126        L-1        752       1232        278          2
   R-127        L-5       1540       2927        414          5
   R-128        L-5       2198       3290        431          4
   R-129        L-1        990       2369        290          2
   R-130        L-5        770       1626        400          3
   R-131        L-3       2107       3383        488          5
   R-132        L-2        989       2414        491          1
   R-133        L-5       1866       3002        324          1
   R-134        L-4        340       1446        361          3
   R-135        L-3       1986       2999        392          5
   R-136        L-1       1725       3149        498          4
   R-137        L-5        936       1885        356          4
   R-138        L-5       1185       2381        253          2
   R-139        L-4       1700       2632        494          3
   R-140        L-4        493       1811        432          1
   R-141        L-4        644       1862        233          1
   R-142        L-3        306       1488        463          2
   R-143        L-4        935       1524        445          5
   R-144        L-2        670       1595        215          5
   R-145        L-3       2397       3793        328          4
   R-146        L-3       1678       3147        201          4
   R-147        L-3       1428       2728        289          1
   R-148        L-1        264       1160        477          1
   R-149        L-5        324        977        443          4
   R-150        L-2       2180       3510        367          2
   R-151        L-2       1732       2230        273          1
   R-152        L-2       1112       2304        337          3
   R-153        L-3       2146       2842        389          3
   R-154        L-5        979       1522        487          2
   R-155        L-1       1022       2509        405          4
   R-156        L-1        299        705        239          5
   R-157        L-5        990       1650        458          5
   R-158        L-4       2174       2924        369          2
   R-159        L-2        238       1218        312          5
   R-160        L-1       1413       1703        276          3
   R-161        L-2        630       2085        407          2
   R-162        L-5       1891       2984        485          5
   R-163        L-5       2240       3372        245          5
   R-164        L-3        899       1577        270          4
   R-165        L-4       1431       1903        405          2
   R-166        L-4       1004       1832        352          3
   R-167        L-3        395       1498        361          4
   R-168        L-4       1966       3433        383          3
   R-169        L-5        828       1563        331          4
   R-170        L-1       2253       3672        288          2
   R-171        L-3        467       1875        314          4
   R-172        L-3        249       1673        308          1
   R-173        L-1        363       1609        450          3
   R-174        L-5       1527       2391        270          1
   R-175        L-3       1306       2123        266          1
   R-176        L-5       2368       2992        379          5
   R-177        L-5        200       1151        324          2
   R-178        L-1       1057       2174        235          5
   R-179        L-5       1646       2419        361          4
   R-180        L-1       1767       3017        488          1
   R-181        L-5        963       2322        486          2
   R-182        L-2       2345       3269        327          3
   R-183        L-3        923       2029        383          5
   R-184        L-2       1119       1546        281          5
   R-185        L-1       2482       3025        431          1
   R-186        L-3       2470       3423        220          4
   R-187        L-2       1860       3262        341          4
   R-188        L-4       1933       3214        367          5
   R-189        L-1       2409       2837        326          4
   R-190        L-5       2282       2901        400          5
   R-191        L-1       2040       2764        370          1
   R-192        L-4        605       1321        296          2
   R-193        L-2       2416       3350        202          1
   R-194        L-3        342        757        401          4
   R-195        L-2        681       1967        302          1
   R-196        L-2        261       1424        442          2
   R-197        L-5       2012       3253        393          2
   R-198        L-4       1542       2088        310          4
   R-199        L-5        397       1312        310          5
   R-200        L-5       1316       2008        475          3
