InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
   R-121        L-3       2055       2759        254          3
   R-122        L-4       2091       2898        464          3
   R-123        L-5       2467       3755        241          1
   R-124        L-3       1530       2409        313          5
   R-125        L-2        884       2139        389          3
   R-126        L-3        728       1576        253          3
   R-127        L-4       1835       2719        314          1
   R-128        L-2        395       1129        452          2
   R-129        L-5       1767       2341        459          3
   R-130        L-1        295        903        214          1
   R-131        L-1       1370       1702        301          4
   R-132        L-2       2440       3221        261          4
   R-133        L-2       1190       2611        222          2
   R-134        L-3       1743       2228        343          1
   R-135        L-2       1754       3140        410          4
   R-136        L-4        878       1591        376          2
   R-137        L-1       1085       2186        302          4
   R-138        L-3       1245       2650        324          5
   R-139        L-4       1474       2415        339          4
   R-140        L-4       1964       2948        335          2
   R-141        L-4       1237       1953        400          2
   R-142        L-4       1097       2256        268          4
   R-143        L-4        931       2411        378          3
   R-144        L-1        844       2249        251          3
   R-145        L-1       1656       2418        308          4
   R-146        L-2       1149       1857        237          2
   R-147        L-4       2135       3311        436          3
   R-148        L-3        379        955        377          4
   R-149        L-1        893       1757        213          3
   R-150        L-1       1533       2127        388          3
