InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
    R-70        L-5        242       1241        264          4
    R-71        L-3        781       1253        468          2
    R-72        L-2       1882       2947        472          3
    R-73        L-4        500       1010        306          3
    R-74        L-2        801       1365        365          4
    R-75        L-1       1178       2478        282          1
    R-76        L-4        589       1784        341          5
    R-77        L-3       2126       2955        250          5
    R-78        L-2       1977       3174        400          2
    R-79        L-1       1417       2627        248          2
    R-80        L-4        267       1567        495          1
    R-81        L-5       1240       1847        236          3
    R-82        L-1       1834       2885        287          5
    R-83        L-5       1231       2220        261          3
    R-84        L-5       1238       2455        490          3
    R-85        L-2       1573       2993        274          2
    R-86        L-4        791       1969        317          4
    R-87        L-4        631       1575        418          1
    R-88        L-4       1459       2283        403          1
    R-89        L-4       1331       1987        266          3
    R-90        L-2        842       1357        489          2
    R-91        L-1       1498       2084        242          5
    R-92        L-2       2451       3235        318          3
    R-93        L-2       2301       3243        491          4
    R-94        L-5       1185       2233        447          2
    R-95        L-1       2378       2785        406          3
    R-96        L-4        762       1413        265          2
    R-97        L-3       1057       1628        345          3
    R-98        L-1       2132       3114        328          2
    R-99        L-4       1550       2620        230          5
   R-100        L-2       1966       3041        432          5
   R-101        L-4        785       1231        351          1
   R-102        L-1       1808       3073        396          2
   R-103        L-3       1168       1913        213          2
   R-104        L-2        642       1054        279          3
   R-105        L-4        292        758        303          5
   R-106        L-2        546       1697        318          3
   R-107        L-1       1942       3036        341          1
   R-108        L-3        417       1459        276          2
   R-109        L-1       2106       2847        444          3
   R-110        L-2       1279       2168        216          3
   R-111        L-5       1480       2254        438          4
   R-112        L-1       1825       2663        248          1
   R-113        L-2       1265       2460        238          2
   R-114        L-1        581       1181        319          2
   R-115        L-5        284        895        429          5
   R-116        L-2       1721       2256        500          2
   R-117        L-1        660       2150        206          5
   R-118        L-3        228       1259        211          3
   R-119        L-4        654       1366        389          1
   R-120        L-1        638       1824        321          1
   R-121        L-5       1280       2314        369          2
   R-122        L-2        574       1752        291          2
   R-123        L-3       1034       2168        343          1
   R-124        L-5       1784       2925        320          4
   R-125        L-4       1649       3124        394          4
   R-126        L-4        736       1643        379          5
   R-127        L-2        909       1589        340          4
   R-128        L-3        688       1749        458          1
   R-129        L-2       2409       3522        426          4
   R-130        L-1        676       1569        500          3
   R-131        L-4        573       1909        448          2
   R-132        L-3       1688       2777        240          5
   R-133        L-3       1394       1922        391          5
   R-134        L-1       2325       3133        466          5
   R-135        L-1       1932       2422        410          2
   R-136        L-5       1262       2345        362          5
   R-137        L-3       1038       1406        282          1
   R-138        L-4       1493       2583        474          2
   R-139        L-2        355        743        373          5
   R-140        L-2       1259       2350        477          4
   R-141        L-4       1841       2353        337          2
   R-142        L-5       1174       2193        353          5
   R-143        L-1       1231       2485        484          4
   R-144        L-2        992       2192        384          1
   R-145        L-4        650       1219        319          5
   R-146        L-2       1274       2081        318          1
   R-147        L-2       1115       2532        335          1
   R-148        L-3        716       1972        403          5
   R-149        L-4       1948       2863        262          5
   R-150        L-5       2036       2537        339          3
   R-151        L-3        456       1141        455          2
   R-152        L-5       1397       2380        397          5
   R-153        L-3       1654       2124        353          4
   R-154        L-2        270       1083        264          4
   R-155        L-3        366        971        224          4
   R-156        L-5        790       1877        273          1
   R-157        L-5        398       1833        424          5
   R-158        L-1       2148       2791        360          4
   R-159        L-4        397       1397        259          4
   R-160        L-4       1808       3115        279          2
   R-161        L-4        281        758        259          3
   R-162        L-2       1227       1814        332          1
   R-163        L-3       1402       1738        294          4
   R-164        L-2       1509       2080        474          4
   R-165        L-1       2076       2777        357          1
   R-166        L-5       1735       2910        494          3
   R-167        L-3       1408       2647        331          1
   R-168        L-3       2210       3612        486          4
   R-169        L-4        944       2161        413          1
   R-170        L-1       2200       3573        301          1
   R-171        L-4       1487       2852        337          4
   R-172        L-4       1254       2470        475          2
   R-173        L-5        990       1860        339          4
   R-174        L-3       1177       2518        447          2
   R-175        L-4        578       1744        278          2
   R-176        L-4        375       1639        484          3
   R-177        L-5       1398       2548        379          1
   R-178        L-5       1354       2851        372          1
   R-179        L-1        236        712        375          1
   R-180        L-5       2184       3231        335          4
   R-181        L-3        504       1772        320          2
   R-182        L-4       1088       2301        238          1
   R-183        L-2       1136       2311        222          1
   R-184        L-3       2156       3439        341          1
   R-185        L-4        275       1182        294          2
   R-186        L-1       2228       3722        384          2
   R-187        L-3        997       2340        208          2
   R-188        L-4       1106       1866        437          1
   R-189        L-5       2346       3549        382          2
   R-190        L-1       1758       3115        405          3
   R-191        L-3       2105       3605        336          2
   R-192        L-3       2227       3229        439          3
   R-193        L-3       2059       2606        492          5
   R-194        L-5       1401       1811        403          5
   R-195        L-4       2338       2919        334          4
   R-196        L-3       1969       2442        240          3
   R-197        L-4        685       1207        243          1
   R-198        L-2       2346       3492        387          3
   R-199        L-2        893       2357        433          4
   R-200        L-2       2030       3106        446          2
   R-201        L-4       1350       2154        206          5
   R-202        L-2       1328       1796        426          5
   R-203        L-5        247       1563        240          2
   R-204        L-3       1620       2045        368          5
   R-205        L-3       1488       2660        456          4
   R-206        L-5       1056       1779        204          5
   R-207        L-2       1093       2579        476          1
   R-208        L-4       1925       2651        446          3
   R-209        L-2       1661       2872        330          1
   R-210        L-1       1209       1810        393          5
   R-211        L-3        919       2221        395          1
   R-212        L-4        410       1183        424          5
   R-213        L-1       1119       2308        297          2
   R-214        L-3       1528       2351        452          4
   R-215        L-3       1761       2405        406          1
   R-216        L-1       1394       2827        486          2
   R-217        L-3       1283       2382        297          5
   R-218        L-5       1415       1872        348          1
   R-219        L-4        691       1391        334          2
   R-220        L-4        393       1488        317          5
   R-221        L-4        897       1499        424          3
   R-222        L-3        531       1935        349          3
   R-223        L-2       2298       3463        421          4
   R-224        L-1       1148       2541        341          3
   R-225        L-5        868       1634        241          4
   R-226        L-4       2311       3055        500          4
   R-227        L-2        546        978        213          2
   R-228        L-1        549       1562        493          4
   R-229        L-3       2003       2562        382          5
   R-230        L-5       2055       2950        421          5
   R-231        L-4       1900       2615        246          3
   R-232        L-3       2481       3032        299          4
   R-233        L-5        564       1524        382          5
   R-234        L-1       2323       3771        241          2
   R-235        L-4        755       1267        449          4
   R-236        L-1       1924       3041        206          3
   R-237        L-1       1299       1962        406          3
   R-238        L-2       1137       1895        359          5
   R-239        L-4        796       2127        388          2
   R-240        L-5       1792       2559        293          3
   R-241        L-5        386        919        359          1
   R-242        L-3        234       1004        441          5
   R-243        L-3       2247       3151        268          5
   R-244        L-5       1350       2202        339          5
   R-245        L-1       2273       3059        493          4
   R-246        L-4        735       1592        264          1
   R-247        L-1       1832       2614        235          2
   R-248        L-5        982       2471        273          2
   R-249        L-4       2306       2857        274          4
   R-250        L-4       2042       2543        240          1
   R-251        L-3        736       1993        329          2
   R-252        L-1        820       1604        424          2
   R-253        L-4       1562       1932        205          2
   R-254        L-5       2451       3522        482          3
   R-255        L-4        565       1605        223          2
   R-256        L-4       1630       2991        495          5
   R-257        L-3       2346       3126        393          5
   R-258        L-4       1211       2198        419          3
   R-259        L-2        445       1679        263          5
   R-260        L-4       1462       2659        469          4
   R-261        L-4       1489       1962        450          3
   R-262        L-1       1099       2433        479          1
   R-263        L-1       2346       3487        366          4
   R-264        L-2       2331       2892        500          3
   R-265        L-4       2346       3517        212          5
   R-266        L-4        551       2035        317          1
   R-267        L-1        549       1383        332          4
   R-268        L-2        766       1716        439          3
   R-269        L-2       1018       2381        202          4
   R-270        L-1       1979       2862        334          2
   R-271        L-2        935       1686        379          1
   R-272        L-5        244        843        418          5
   R-273        L-4        915       2044        209          3
   R-274        L-1        668       1210        393          5
   R-275        L-2       1037       2171        491          1
   R-276        L-3        539       1745        492          2
   R-277        L-5        469       1897        394          4
   R-278        L-4       1333       1819        343          1
   R-279        L-1       2492       3062        398          4
   R-280        L-5        261        722        240          5
   R-281        L-5       2496       3303        444          5
   R-282        L-3       1611       2477        333          4
   R-283        L-2       2009       3159        245          1
   R-284        L-4        266       1006        210          5
   R-285        L-5       2382       2846        460          5
   R-286        L-4       2444       3044        300          1
   R-287        L-5       2222       3135        320          3
   R-288        L-1       2123       2433        214          4
   R-289        L-4       2444       2949        410          3
   R-290        L-3       1708       2702        417          2
   R-291        L-5        419       1003        386          3
   R-292        L-4       2281       3531        253          5
   R-293        L-5       1660       2364        300          2
   R-294        L-2       2452       3117        204          5
   R-295        L-1       1750       2248        328          4
   R-296        L-3        204        812        399          3
   R-297        L-5       2205       3664        446          3
   R-298        L-3        829       1731        231          3
   R-299        L-3       1956       2893        382          1
   R-300        L-2        997       1949        477          2
   R-301        L-1       1458       2867        480          2
   R-302        L-5       2072       2753        447          5
   R-303        L-1        989       2079        452          3
   R-304        L-3        405       1247        419          4
   R-305        L-4       1064       2327        444          4
   R-306        L-1       1557       3035        364          2
   R-307        L-3       1902       2749        210          4
   R-308        L-2        492       1172        328          3
   R-309        L-1       1731       2198        279          2
   R-310        L-2       1115       2018        208          4
   R-311        L-4        842       1854        226          4
   R-312        L-3       2236       3359        461          5
   R-313        L-5       2085       2780        492          5
   R-314        L-5        812       1342        401          5
   R-315        L-4       1456       2465        255          1
   R-316        L-2       1870       3077        344          5
   R-317        L-1       1423       2105        428          4
   R-318        L-3       2453       2827        345          5
   R-319        L-1        450        843        283          4
   R-320        L-1       2362       2655        222          5
   R-321        L-2       2467       3476        416          5
   R-322        L-3       1839       3050        300          2
   R-323        L-4       2500       3943        435          1
   R-324        L-5       1009       2193        331          1
   R-325        L-3       1982       3210        318          1
   R-326        L-4       1938       2780        421          2
   R-327        L-4       2106       2897        327          3
   R-328        L-4       2078       3051        327          3
   R-329        L-5        929       2383        253          3
   R-330        L-1        336        601        249          5
   R-331        L-5        870       1433        206          3
   R-332        L-5        290       1256        408          5
   R-333        L-4       1690       1969        235          5
   R-334        L-3        614        908        234          4
   R-335        L-4       1392       2824        250          3
   R-336        L-2       2420       3048        488          4
   R-337        L-3       2096       3178        425          1
   R-338        L-4       2086       3520        369          4
   R-339        L-4        821       1738        330          5
   R-340        L-1        410       1082        412          2
   R-341        L-3       1844       3286        397          3
   R-342        L-3       1870       3203        441          3
   R-343        L-4        598       1847        478          3
   R-344        L-2       1122       2350        499          2
   R-345        L-1       2426       3601        458          2
   R-346        L-4       1093       1717        453          3
   R-347        L-5        458       1489        464          5
   R-348        L-5       1492       2795        214          4
   R-349        L-2       1850       3256        394          5
   R-350        L-3       1210       2479        408          3
   R-351        L-1        864       2361        287          1
   R-352        L-5        226       1164        450          3
   R-353        L-2       1135       2013        497          1
   R-354        L-1       1674       3055        271          2
   R-355        L-1        850       1903        381          1
   R-356        L-5       1776       2247        411          3
   R-357        L-5        590       1869        451          5
   R-358        L-1       1826       3252        231          2
   R-359        L-1        888       1874        217          5
   R-360        L-5       2182       3242        240          5
   R-361        L-5       2095       3519        460          1
   R-362        L-4       1980       2403        381          3
   R-363        L-1       1989       3361        369          4
   R-364        L-5       1841       2813        453          4
   R-365        L-2       2406       2852        213          3
   R-366        L-4        461       1028        492          3
   R-367        L-1       2209       2877        297          5
   R-368        L-4       1854       2448        452          5
   R-369        L-1       1152       2360        248          1
   R-370        L-3       2248       2916        408          5
   R-371        L-1        559       1940        472          4
   R-372        L-2       1201       2086        370          2
   R-373        L-1       1915       3121        465          1
   R-374        L-5        638       1262        415          5
   R-375        L-3        526       1631        424          2
   R-376        L-5       2075       2495        320          3
   R-377        L-4       2084       3342        374          2
   R-378        L-3       1610       2624        288          2
   R-379        L-5       1143       2546        484          4
   R-380        L-4       1705       3094        251          1
   R-381        L-2        880       1691        495          3
   R-382        L-3       1599       2197        473          2
   R-383        L-5       1480       2905        316          5
   R-384        L-2        547       1889        448          2
   R-385        L-3       2373       3839        270          5
   R-386        L-4        276       1675        309          4
   R-387        L-4        351       1831        466          1
   R-388        L-5       1390       2446        417          5
   R-389        L-2       2236       3523        351          3
   R-390        L-1        755       1951        225          2
   R-391        L-2       1340       2830        259          4
   R-392        L-5       2142       3465        208          4
   R-393        L-5       1407       2793        291          4
   R-394        L-3       1530       2847        327          2
   R-395        L-5       1506       2795        464          3
   R-396        L-1       1260       1862        449          1
   R-397        L-3        459       1062        443          5
   R-398        L-4        774       1519        336          4
   R-399        L-5       1528       2223        350          3
   R-400        L-3       1428       2802        415          2
   R-401        L-2       1363       2812        471          4
   R-402        L-5       1870       2679        223          4
   R-403        L-3        773       2195        473          1
   R-404        L-2        762       2232        417          2
   R-405        L-2        536       1426        438          5
   R-406        L-1       2223       3569        324          4
   R-407        L-5       2114       2384        214          3
   R-408        L-2       1578       2379        279          5
   R-409        L-5       2070       2386        215          5
   R-410        L-2       1481       1988        269          2
   R-411        L-1       2359       3617        482          5
   R-412        L-3       2001       2993        331          2
   R-413        L-4       2037       2929        289          5
   R-414        L-4       1061       2498        359          4
   R-415        L-1       1227       1879        477          2
   R-416        L-3        723       1861        372          5
   R-417        L-3       1526       2338        244          1
   R-418        L-1       1870       2352        273          4
   R-419        L-5        902       1357        449          1
   R-420        L-5       1062       1534        456          2
   R-421        L-5        975       1962        435          1
   R-422        L-2       1417       2569        339          1
   R-423        L-1        333       1812        481          3
   R-424        L-2       1351       2525        399          4
   R-425        L-4        750       1481        289          4
   R-426        L-3       1540       2128        204          4
   R-427        L-5       2130       2378        214          1
   R-428        L-2       1225       2637        430          5
   R-429        L-3       2480       3238        465          3
   R-430        L-2       1566       2884        476          3
   R-431        L-5        897       2155        354          5
   R-432        L-3       1715       2489        412          5
   R-433        L-1       1803       2985        336          4
   R-434        L-3       1856       2991        238          3
   R-435        L-4       1560       2205        474          2
   R-436        L-1       2401       2884        479          4
   R-437        L-2       1933       2465        476          2
   R-438        L-1       2072       3131        220          4
   R-439        L-5        648       1675        397          3
   R-440        L-3        476       1935        232          3
   R-441        L-2       2448       3945        250          1
   R-442        L-5       2464       3163        373          2
   R-443        L-2        209       1333        322          2
   R-444        L-3       2343       3292        448          5
   R-445        L-1        385       1435        376          3
   R-446        L-1       2374       3638        479          5
   R-447        L-4       2486       3860        278          3
   R-448        L-3       1007       1614        241          3
   R-449        L-4        427        896        319          2
   R-450        L-2        433       1568        419          4
   R-451        L-3        417       1389        407          2
   R-452        L-5       2202       2905        473          2
   R-453        L-5       1068       2144        497          1
   R-454        L-2        692       1474        222          3
   R-455        L-2        936       2048        234          5
   R-456        L-1       1542       1874        329          5
   R-457        L-4       2273       2627        237          5
   R-458        L-4       2474       3076        315          5
   R-459        L-4        278       1538        452          4
   R-460        L-4       2065       2756        453          2
   R-461        L-2       1646       2451        279          4
   R-462        L-5       2044       2575        436          1
   R-463        L-1        700       1542        333          2
   R-464        L-1        474       1653        265          5
   R-465        L-5        547       1095        418          1
   R-466        L-3       1256       1757        389          4
   R-467        L-2        921       1783        450          5
   R-468        L-4       2408       2739        231          3
   R-469        L-5       2175       3160        275          2
   R-470        L-1       1566       2204        339          1
   R-471        L-4       1650       3076        417          5
   R-472        L-4       1231       1712        299          1
   R-473        L-2       2431       3116        305          4
   R-474        L-4       1337       2116        469          5
   R-475        L-1       2297       3197        239          5
   R-476        L-3       1846       2300        419          3
   R-477        L-3       2064       3189        436          3
   R-478        L-1        552       2002        353          5
   R-479        L-1       2357       3078        402          5
   R-480        L-2        588       1344        460          4
   R-481        L-3        740       1735        447          5
   R-482        L-3       1789       3126        351          2
   R-483        L-4        520       1534        323          4
   R-484        L-4        309       1141        446          5
   R-485        L-1        862       1829        465          3
   R-486        L-3       1287       2547        425          5
   R-487        L-1        538       1849        307          4
   R-488        L-5        247        752        249          2
   R-489        L-1       2100       3252        482          2
   R-490        L-3        524       1067        240          5
   R-491        L-2       1653       3094        448          3
   R-492        L-5       2185       2479        277          2
   R-493        L-4       2219       3690        366          3
   R-494        L-4        765       1099        328          5
   R-495        L-5        772       1572        417          4
   R-496        L-2       2101       2842        430          5
   R-497        L-4        522       1730        241          2
   R-498        L-4        344       1735        418          3
   R-499        L-3       1909       2686        271          1
   R-500        L-1       2326       3220        241          3
   R-501        L-4       1138       1486        301          4
   R-502        L-1       1538       2792        492          2
   R-503        L-4       1163       2386        482          5
   R-504        L-5        542       1744        229          3
   R-505        L-3       1972       3449        471          4
   R-506        L-1       1088       1783        328          3
   R-507        L-2        550       1722        245          1
   R-508        L-2       1476       2843        498          3
   R-509        L-1       2050       3528        303          2
   R-510        L-2       1057       2271        293          3
   R-511        L-4       2069       2588        436          3
   R-512        L-2       1565       2912        250          3
   R-513        L-5        539        863        239          3
   R-514        L-5       1313       2222        213          4
   R-515        L-3       2092       2592        482          1
   R-516        L-3       1900       2870        455          2
   R-517        L-5        920       1837        438          2
   R-518        L-2       1872       2646        353          2
   R-519        L-2        276       1330        290          2
   R-520        L-4       1901       2983        351          2
   R-521        L-4       1151       2140        401          3
   R-522        L-3       1039       2474        334          3
   R-523        L-5       1877       2382        454          3
   R-524        L-3        430       1227        276          5
   R-525        L-5       2285       2936        231          2
   R-526        L-1       1019       2034        410          3
   R-527        L-4       1804       3249        203          1
   R-528        L-5        960       1995        462          5
   R-529        L-4       2094       2603        206          5
   R-530        L-4        491       1151        391          5
   R-531        L-1       2015       3265        370          1
   R-532        L-5       2160       3128        408          5
   R-533        L-3       1378       2408        266          4
   R-534        L-2       1098       1737        416          1
   R-535        L-4        278       1396        326          5
   R-536        L-3       1354       1675        299          2
   R-537        L-2        498       1198        308          1
   R-538        L-4       1161       2119        374          1
   R-539        L-5       1445       2354        331          5
   R-540        L-5       1416       2883        291          1
   R-541        L-5       1435       2145        320          3
   R-542        L-3       1670       2309        329          1
   R-543        L-3       1742       2567        359          5
   R-544        L-3        669       1940        430          5
   R-545        L-3        437       1654        474          4
   R-546        L-5        589       1935        238          3
   R-547        L-3       2140       2504        305          3
   R-548        L-2        584       1444        414          5
   R-549        L-1        723       1358        483          5
   R-550        L-1       1841       2257        401          3
   R-551        L-5        370        861        387          1
   R-552        L-4        357       1401        467          2
   R-553        L-5       1922       2768        500          3
   R-554        L-2       2073       3027        413          5
   R-555        L-5       1408       1851        244          4
   R-556        L-4       1013       1676        442          3
   R-557        L-3       1419       2776        498          4
   R-558        L-3       2208       2749        443          1
   R-559        L-5       1013       2028        292          2
   R-560        L-3        546       1189        297          2
   R-561        L-3        874       1167        243          5
   R-562        L-5        666       1820        471          4
   R-563        L-2       1530       2619        209          5
   R-564        L-5       2498       3387        379          4
   R-565        L-2       1927       3145        463          5
   R-566        L-4        583       1836        285          4
   R-567        L-3       2156       2398        229          3
   R-568        L-3       1978       2743        223          5
   R-569        L-4       1969       3049        311          3
   R-570        L-5       1786       2476        469          5
   R-571        L-1       1819       3265        406          5
   R-572        L-2       1821       2502        375          4
   R-573        L-4       2304       2752        257          5
   R-574        L-5       2208       2716        500          3
   R-575        L-4        811       2236        379          1
   R-576        L-3       2451       3801        215          5
   R-577        L-4       2301       2900        497          3
   R-578        L-1       1321       2385        294          5
   R-579        L-3        959       2237        415          5
   R-580        L-1       2141       2975        431          3
   R-581        L-3       1086       2188        354          2
   R-582        L-4        393        929        489          2
   R-583        L-3       2494       3625        461          4
   R-584        L-1        597       1487        294          4
   R-585        L-5        216       1417        204          5
   R-586        L-4        931       1777        430          2
   R-587        L-2       1347       2343        346          3
   R-588        L-2       1529       1927        210          3
   R-589        L-2       1085       2263        255          4
   R-590        L-2       1670       3081        247          5
   R-591        L-2       1487       2047        443          3
   R-592        L-1       2462       2828        319          3
   R-593        L-3       1882       2322        289          1
   R-594        L-4       2009       2463        284          2
   R-595        L-2       1520       2731        401          4
   R-596        L-5       2462       3484        443          3
   R-597        L-2        201        602        374          5
   R-598        L-3        285        802        313          5
   R-599        L-3       1032       1697        305          4
   R-600        L-5       1312       2645        402          3
   R-601        L-5        281       1735        227          2
   R-602        L-1       2464       2850        276          2
   R-603        L-3        589       1062        214          3
   R-604        L-2       2234       3585        317          2
   R-605        L-4       2088       3411        463          1
   R-606        L-4        713       1706        347          5
   R-607        L-2       1188       1901        321          3
   R-608        L-2       1572       2824        374          5
   R-609        L-5        232        596        247          5
   R-610        L-5       2271       3584        334          5
   R-611        L-4       1374       2253        456          3
   R-612        L-1       1726       2970        408          3
   R-613        L-3       1454       2477        410          5
   R-614        L-2       2137       3320        404          5
   R-615        L-3        909       2014        466          5
   R-616        L-2        950       1886        331          2
   R-617        L-1       1341       2819        362          4
   R-618        L-4        365       1832        489          3
   R-619        L-4       1969       2741        456          1
   R-620        L-5       1851       3294        434          5
   R-621        L-3        268       1009        269          4
   R-622        L-5        855       1666        265          1
   R-623        L-4        306        664        352          2
   R-624        L-3       1052       1846        393          2
   R-625        L-3        740       1000        227          3
   R-626        L-5        706       1415        336          2
   R-627        L-4       1969       2626        372          5
   R-628        L-4        213       1303        473          3
   R-629        L-3        673       1449        319          3
   R-630        L-4       1379       2370        410          4
   R-631        L-2        370        886        376          3
   R-632        L-5       1756       2343        213          1
   R-633        L-5       1879       2698        331          3
   R-634        L-1       2391       2739        270          3
   R-635        L-3       1920       2503        419          1
   R-636        L-1       1580       2466        305          4
   R-637        L-1        721       1899        203          1
   R-638        L-3       2205       3385        297          4
   R-639        L-3        970       2354        498          4
   R-640        L-2       1337       2570        250          5
   R-641        L-5       1027       2211        340          4
   R-642        L-1       1660       2489        253          2
   R-643        L-5       2327       3011        431          4
   R-644        L-2       1029       1662        343          3
   R-645        L-4        898       1470        346          4
   R-646        L-5       1935       3003        418          1
   R-647        L-5       1262       2724        353          1
   R-648        L-1       1314       2769        369          2
   R-649        L-2        811       1503        435          3
   R-650        L-5        524       1245        490          4
   R-651        L-4        920       1605        338          5
   R-652        L-1       1828       3038        422          5
   R-653        L-1       2178       3314        224          1
   R-654        L-2       1035       1784        369          5
   R-655        L-2       1367       2429        230          4
   R-656        L-5       2344       3101        495          5
   R-657        L-3       2046       2947        285          1
   R-658        L-2       2046       3443        411          2
   R-659        L-3       1930       3012        402          5
   R-660        L-4        885       1410        370          3
   R-661        L-2       1428       1796        340          3
   R-662        L-5       2223       3128        431          2
   R-663        L-1        911       1719        440          1
   R-664        L-2        477       1055        436          3
   R-665        L-3       2234       3651        257          5
   R-666        L-1       2097       3353        207          1
   R-667        L-3       2074       2863        259          4
   R-668        L-5       2146       2555        275          3
   R-669        L-5       1526       2870        318          1
   R-670        L-5       1084       1318        215          2
   R-671        L-4       1247       2277        429          4
   R-672        L-2        767       1690        477          4
   R-673        L-4       1608       2159        333          2
   R-674        L-1        370        852        420          4
   R-675        L-1        716       1905        410          2
   R-676        L-1        867       2026        487          5
   R-677        L-4        833       1319        324          1
   R-678        L-2       2129       2634        278          2
   R-679        L-4       2135       2500        209          2
   R-680        L-1       1696       2954        449          4
   R-681        L-1        990       1738        469          4
   R-682        L-3       2260       3014        329          2
   R-683        L-5       1548       2368        461          5
   R-684        L-1       2091       3470        498          5
   R-685        L-5        789       2001        494          4
   R-686        L-1        612       1297        291          4
   R-687        L-1       2466       3375        260          1
   R-688        L-3       1373       2498        378          4
   R-689        L-5       1421       2894        285          1
   R-690        L-3       2404       3307        478          3
   R-691        L-2        521       1473        360          1
   R-692        L-2        774       1407        357          3
   R-693        L-1        729       1172        412          5
   R-694        L-5        584       1481        205          3
   R-695        L-3       1539       3015        314          1
   R-696        L-5       1495       2211        456          1
   R-697        L-1       1621       3031        315          2
   R-698        L-2        417       1639        324          4
   R-699        L-2        583       1848        461          4
   R-700        L-2       2263       3190        307          1
   R-701        L-5       2353       3189        438          1
   R-702        L-3       1205       2240        498          1
   R-703        L-5       1746       2047        218          5
   R-704        L-5       1594       2319        412          2
   R-705        L-3       2400       3855        384          5
   R-706        L-3       2333       3738        459          2
   R-707        L-2        730       1962        219          3
   R-708        L-5       2464       3507        493          3
   R-709        L-1       1198       1761        419          2
   R-710        L-4        878       1483        281          2
   R-711        L-3       2308       3756        339          3
   R-712        L-3        995       2447        396          4
   R-713        L-2       1281       2481        432          3
   R-714        L-5        797       1674        373          3
   R-715        L-2       2172       3463        305          2
   R-716        L-5        862       1593        431          4
   R-717        L-5        596       1555        457          4
   R-718        L-5       2372       3769        399          5
   R-719        L-3        592       1363        460          1
   R-720        L-5       1761       2727        367          3
   R-721        L-1       1652       2165        420          3
   R-722        L-2       1529       2268        500          1
   R-723        L-5        364       1279        455          1
   R-724        L-1        419       1644        358          5
   R-725        L-2       1963       2518        328          3
   R-726        L-2       1343       2678        392          3
   R-727        L-5       1062       2524        437          5
   R-728        L-1       2204       3150        484          4
   R-729        L-5       1983       2500        493          1
   R-730        L-3        633       1408        402          2
   R-731        L-4       2071       2665        397          2
   R-732        L-2        818       1548        301          3
   R-733        L-4        868       1687        238          3
   R-734        L-1        533       1636        429          2
   R-735        L-5       2074       2715        475          5
   R-736        L-1       1517       2448        495          4
   R-737        L-5       1318       2332        405          3
   R-738        L-4        449       1410        449          5
