InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
    R-62        L-1        982       2227        368          2
    R-63        L-1       2475       3454        201          5
    R-64        L-4        931       1916        221          5
    R-65        L-5       2417       2899        394          4
    R-66        L-3        417       1823        390          4
    R-67        L-2       1913       2384        435          2
    R-68        L-4       2394       2878        338          2
    R-69        L-3       1944       2267        266          3
    R-70        L-4       2489       3071        334          1
    R-71        L-3       2371       2985        392          5
    R-72        L-1       2378       3833        252          4
    R-73        L-1        787       1903        320          5
    R-74        L-4        576       1165        488          2
    R-75        L-1        296        918        374          1
    R-76        L-1       2173       3131        345          1
    R-77        L-1       2294       3252        470          5
    R-78        L-5        609       1154        483          3
    R-79        L-2        939       1673        239          2
    R-80        L-3       2060       2978        401          5
    R-81        L-1       1824       3059        379          4
    R-82        L-2       2249       3414        320          4
    R-83        L-4       2318       3084        447          2
    R-84        L-4        865       2133        249          5
    R-85        L-2       2014       3250        500          2
    R-86        L-5       1295       1896        301          5
    R-87        L-3       1489       2908        318          4
    R-88        L-1       1294       2234        311          3
    R-89        L-2       2163       2968        395          5
    R-90        L-4       1676       2657        322          2
    R-91        L-4       1913       2779        445          5
    R-92        L-1       2481       3680        214          4
    R-93        L-2        387       1296        439          1
    R-94        L-2       1090       1915        330          3
    R-95        L-3        763       1133        295          2
    R-96        L-4        384       1119        360          1
    R-97        L-3        551       1000        260          3
    R-98        L-5        347       1655        382          3
    R-99        L-3        228       1128        215          4
   R-100        L-2       1755       2362        448          5
   R-101        L-5       2206       2862        400          3
   R-102        L-4        688       1184        340          1
   R-103        L-1       1995       2978        470          5
   R-104        L-3       1732       3042        388          3
   R-105        L-5        638       2109        373          1
   R-106        L-1       2222       3403        460          3
   R-107        L-3        945       1587        276          4
   R-108        L-2        704       2105        255          3
   R-109        L-2       1920       2711        484          4
   R-110        L-1       2175       2895        359          1
   R-111        L-5        942       1981        483          4
   R-112        L-3       1671       2466        251          4
   R-113        L-4        419        774        269          5
   R-114        L-3       1311       2691        326          3
   R-115        L-3       1852       2422        429          4
   R-116        L-5        659       1489        277          1
   R-117        L-1        661       1946        488          2
   R-118        L-4        974       1890        490          2
   R-119        L-5        799       1598        403          5
   R-120        L-2        897       1571        491          3
   R-121        L-4       1713       2124        350          4
   R-122        L-5       1769       3261        361          3
   R-123        L-4       2239       3322        470          1
   R-124        L-2        980       1401        201          4
   R-125        L-2        909       2320        468          2
   R-126        L-5       2369       2752        308          4
   R-127        L-2        657       1436        489          2
   R-128        L-1       2113       2461        245          3
   R-129        L-4       1156       1774        459          5
   R-130        L-3        277       1311        373          3
   R-131        L-1        750       2222        241          1
   R-132        L-2       1607       2041        305          4
   R-133        L-1       1104       2198        448          1
   R-134        L-2       1873       2522        239          4
   R-135        L-5       2236       2817        442          4
   R-136        L-1       1053       2126        450          4
   R-137        L-2       2074       3376        405          4
   R-138        L-3        352       1434        331          4
   R-139        L-2       2368       3575        385          1
   R-140        L-2       1056       2145        332          4
   R-141        L-2       2386       3010        299          1
   R-142        L-5        899       1811        499          2
   R-143        L-5        312        808        271          2
   R-144        L-1       2013       2842        451          1
   R-145        L-4       1851       2930        429          1
   R-146        L-1        409       1556        322          4
   R-147        L-2       2220       2881        213          1
   R-148        L-2       1793       2625        442          3
   R-149        L-5        675       1305        377          1
   R-150        L-3       1391       2684        340          4
   R-151        L-1       1223       1982        487          3
   R-152        L-1       1612       2165        362          4
   R-153        L-1        566        981        201          1
   R-154        L-1        278       1595        287          4
   R-155        L-3        420       1759        296          2
   R-156        L-3       2153       3507        374          1
   R-157        L-1       1765       2928        356          3
   R-158        L-5        954       1599        411          4
   R-159        L-4       2441       3910        371          2
   R-160        L-2       1780       2630        483          3
   R-161        L-4       1898       2791        424          4
   R-162        L-5       1613       2297        337          5
   R-163        L-2       1784       2320        449          2
   R-164        L-1        294        921        439          3
   R-165        L-1       1171       2652        228          4
   R-166        L-1       2110       3237        370          1
   R-167        L-3        998       1617        404          5
   R-168        L-1       1475       2653        256          2
   R-169        L-2       1185       1721        224          5
   R-170        L-3        247        974        257          2
   R-171        L-4       1101       2115        487          5
   R-172        L-4       1506       2365        474          2
   R-173        L-5        524        975        221          1
   R-174        L-1        615       1439        302          1
   R-175        L-5       2105       2965        404          1
   R-176        L-5       2188       3390        377          4
   R-177        L-4        654       1911        349          2
   R-178        L-4        678       1169        476          3
   R-179        L-2        516       1598        374          4
   R-180        L-3        492       1676        482          4
   R-181        L-2        474       1377        465          3
   R-182        L-4        455       1309        371          4
   R-183        L-3        544       1318        328          2
   R-184        L-5       1047       2307        311          4
   R-185        L-4       1706       2841        297          4
   R-186        L-1       2122       3564        500          3
   R-187        L-1        274        764        294          2
   R-188        L-4       1405       1987        457          1
   R-189        L-4        997       1868        306          4
   R-190        L-2        354       1688        376          3
   R-191        L-3        785       1946        252          4
   R-192        L-2       2017       2677        239          4
   R-193        L-2       1364       2519        392          4
   R-194        L-5       1477       2884        437          5
   R-195        L-3       1111       2085        384          1
   R-196        L-3       2097       3223        391          2
   R-197        L-2       2328       2562        205          5
   R-198        L-2        810       1326        474          1
   R-199        L-3        207       1464        304          3
   R-200        L-2       2463       3683        217          2
   R-201        L-3        254       1480        341          1
   R-202        L-3       2436       3605        248          3
   R-203        L-3       1212       2523        455          3
   R-204        L-1        380       1474        215          2
   R-205        L-5       1213       2326        269          3
   R-206        L-1       2460       3300        268          2
   R-207        L-1        385       1587        208          4
   R-208        L-3       2114       3428        466          5
   R-209        L-1        899       1623        350          2
   R-210        L-3       2440       3527        252          4
   R-211        L-4       2063       2928        342          3
   R-212        L-3       2370       3831        279          2
   R-213        L-4       2338       3400        219          2
   R-214        L-3       2079       3205        499          1
   R-215        L-5       1496       2602        494          1
   R-216        L-3       2197       3034        264          1
   R-217        L-1       1982       2980        238          5
   R-218        L-3       2194       3022        429          3
   R-219        L-3        941       2149        396          1
   R-220        L-3       1309       1695        309          3
   R-221        L-1       1807       2579        484          2
   R-222        L-1       1909       3083        328          4
   R-223        L-5       1141       1605        302          1
   R-224        L-1        706       1485        202          4
   R-225        L-3       1296       2688        447          3
   R-226        L-2       2436       2970        486          2
   R-227        L-2       2193       2774        286          2
   R-228        L-2       2114       2534        403          4
   R-229        L-3        423       1075        292          2
   R-230        L-5        735       1109        275          2
   R-231        L-1       2390       3482        309          4
   R-232        L-3       1796       2142        293          1
   R-233        L-3        737       1292        258          2
   R-234        L-2       1771       2308        380          1
   R-235        L-2       1719       2970        272          1
   R-236        L-4       1651       3103        479          1
   R-237        L-3       1483       1968        442          5
   R-238        L-4       2012       2920        491          5
   R-239        L-2       2404       3665        356          5
   R-240        L-5       2068       2874        396          3
   R-241        L-3        935       1631        353          3
   R-242        L-5       1028       1402        266          1
   R-243        L-5       1876       2401        291          1
   R-244        L-5        846       1934        262          3
   R-245        L-4       2351       2880        340          5
   R-246        L-5       2007       2672        366          5
   R-247        L-5       1095       2394        365          5
   R-248        L-5       1729       2825        362          3
   R-249        L-3       1598       2553        346          2
   R-250        L-3        704       1613        456          2
   R-251        L-4       1356       2324        422          2
   R-252        L-2       2157       3616        371          5
   R-253        L-5       2364       3734        466          1
   R-254        L-5        483       1767        413          5
   R-255        L-4       1392       2106        230          4
   R-256        L-5       1065       2053        238          2
   R-257        L-1        426       1411        480          4
   R-258        L-1       1795       2651        486          3
   R-259        L-4       1723       2940        458          4
   R-260        L-4       1725       3174        253          2
   R-261        L-3       1524       1836        312          1
   R-262        L-2        200        638        271          3
   R-263        L-1       1982       2729        344          1
   R-264        L-4       2406       3860        360          3
   R-265        L-5       1072       2191        425          1
   R-266        L-4       2286       3139        393          2
   R-267        L-2       1456       2933        346          1
   R-268        L-1        911       2036        243          3
   R-269        L-2       1767       2973        203          4
   R-270        L-2       1323       2390        271          5
   R-271        L-3       1970       3113        500          4
   R-272        L-1       1375       1795        249          4
   R-273        L-3       1515       1767        233          4
   R-274        L-4       1928       2855        248          5
   R-275        L-4       1125       1903        365          1
   R-276        L-5        412        931        465          5
   R-277        L-1       1180       2521        493          2
   R-278        L-3       1151       2402        440          3
   R-279        L-2       2067       3001        470          5
   R-280        L-5       1422       2069        375          5
   R-281        L-3       1692       2883        465          5
   R-282        L-1       2353       3572        304          4
   R-283        L-2       1478       2787        299          2
   R-284        L-5        624       1302        433          4
   R-285        L-1       1068       1810        361          3
   R-286        L-1       2242       3355        326          2
   R-287        L-2       1843       3027        387          2
   R-288        L-3       1367       2402        328          1
   R-289        L-2       1593       2274        256          3
   R-290        L-2       2011       3455        288          2
   R-291        L-3       2178       2926        307          5
   R-292        L-4       1151       2526        289          5
   R-293        L-3       2409       3188        417          4
   R-294        L-5       1733       2121        228          4
   R-295        L-2       2207       3601        209          3
   R-296        L-2       2328       3755        414          4
   R-297        L-4       2250       3406        448          5
   R-298        L-4       2178       2704        291          3
   R-299        L-1        790       1617        498          3
   R-300        L-4       2363       3248        275          5
   R-301        L-4        822       2017        428          1
   R-302        L-5       1622       2116        303          5
   R-303        L-3       1440       2852        499          5
   R-304        L-1       1524       2530        410          4
   R-305        L-4       2488       3732        379          3
   R-306        L-2        943       1874        327          5
   R-307        L-5       1779       2698        256          2
   R-308        L-5       1509       2310        448          4
   R-309        L-5       2106       3242        300          5
   R-310        L-5       1697       2063        254          4
   R-311        L-2       1025       2343        284          1
   R-312        L-1        612       1644        482          4
   R-313        L-4       2480       3589        463          3
   R-314        L-3        470       1480        445          2
   R-315        L-1       1268       1961        260          4
   R-316        L-3       1721       2445        422          3
   R-317        L-2        962       2343        335          2
   R-318        L-3       1211       2254        332          1
   R-319        L-2        603       1042        269          4
   R-320        L-2       1567       2494        258          2
   R-321        L-5        374       1376        451          2
   R-322        L-5       1725       3026        425          5
   R-323        L-3       1951       2898        420          5
   R-324        L-4       1315       2736        499          2
   R-325        L-4        390        954        216          1
   R-326        L-2       1065       2366        267          3
   R-327        L-5       1252       2614        222          3
   R-328        L-2       1030       1614        260          1
   R-329        L-2       2184       3194        419          1
   R-330        L-3       2428       3130        372          2
   R-331        L-1        555       1077        240          1
   R-332        L-4        539       1804        465          5
   R-333        L-1       2013       2707        334          1
   R-334        L-1       1353       2114        412          1
   R-335        L-3       1578       2714        465          1
   R-336        L-1        381       1484        308          5
   R-337        L-4       2023       2849        367          4
   R-338        L-2       1169       2078        202          2
   R-339        L-1        846       2061        412          4
   R-340        L-5       1493       2103        493          5
   R-341        L-1       1198       1743        348          4
   R-342        L-2        308       1138        373          4
   R-343        L-2       2291       3406        335          5
   R-344        L-2       1947       2432        357          4
   R-345        L-3       2248       2923        471          5
   R-346        L-2        806       2293        424          3
   R-347        L-3       2337       3085        286          5
   R-348        L-4       1409       1820        262          1
   R-349        L-1       2164       3338        326          1
   R-350        L-1        294        745        442          5
   R-351        L-3       2166       2470        206          3
   R-352        L-3       1448       2895        441          3
   R-353        L-4        743       1282        358          1
   R-354        L-1        665       1449        298          2
   R-355        L-2       1803       2558        471          1
   R-356        L-4       1432       1906        462          1
   R-357        L-4       1683       2313        455          3
   R-358        L-4       2495       3783        400          3
   R-359        L-4        318       1308        365          3
   R-360        L-3       2138       2890        331          1
   R-361        L-4       1272       2578        445          2
   R-362        L-5       1580       2299        229          1
   R-363        L-2       1846       2958        323          3
   R-364        L-4        601       1918        291          3
   R-365        L-4       1966       3077        415          4
   R-366        L-3        363       1556        386          4
   R-367        L-2       1316       2234        469          2
   R-368        L-1       1005       2066        215          5
   R-369        L-4       1842       3265        444          5
   R-370        L-5       2260       3188        485          2
   R-371        L-5       2142       2663        402          2
   R-372        L-1        289       1747        299          2
   R-373        L-1       1822       2521        462          1
   R-374        L-2       1078       2552        350          4
   R-375        L-2       1982       2578        274          4
   R-376        L-5       2238       3506        361          1
   R-377        L-5       1240       1739        481          3
   R-378        L-2       1498       2374        482          1
   R-379        L-2       1354       1830        301          4
   R-380        L-2       1198       2194        313          1
   R-381        L-2       1564       2359        485          5
   R-382        L-4       1049       2281        486          1
   R-383        L-2       2278       3121        352          3
   R-384        L-2        489       1521        328          3
   R-385        L-2        834       1652        376          5
   R-386        L-3        677       1983        432          1
   R-387        L-5       2384       3329        402          3
   R-388        L-2       2354       3579        302          3
   R-389        L-4       1630       2093        245          4
   R-390        L-1       1613       2447        321          5
   R-391        L-3        700       1266        212          3
   R-392        L-1        894       1879        314          1
   R-393        L-4       1496       2043        478          3
   R-394        L-4       2477       2866        348          4
   R-395        L-1       1992       3266        286          1
   R-396        L-3        897       2267        389          4
   R-397        L-4       2312       3556        301          4
   R-398        L-5       1681       2090        387          3
   R-399        L-5       2162       3157        488          4
   R-400        L-3        242        834        441          2
