InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
    R-65        L-3        374       1263        352          4
    R-66        L-4       1493       2265        238          3
    R-67        L-1       2155       2620        211          3
    R-68        L-3       1845       3105        339          2
    R-69        L-1       1314       2492        207          2
    R-70        L-5        537       1269        414          2
    R-71        L-3       1576       2206        409          1
    R-72        L-4       1499       2550        286          5
    R-73        L-2       1390       2215        386          2
    R-74        L-1       2344       3655        220          3
    R-75        L-1        201       1539        210          3
    R-76        L-4        999       1497        254          4
    R-77        L-1       1664       1882        211          3
    R-78        L-4       1918       2850        260          5
    R-79        L-5       2181       3059        392          2
    R-80        L-2       1448       2185        281          2
    R-81        L-2       1785       2314        380          1
    R-82        L-1       1035       2153        273          3
    R-83        L-3       1384       2492        419          4
    R-84        L-4       1002       1884        371          1
    R-85        L-1       2404       3329        209          4
    R-86        L-4       2408       3860        408          5
    R-87        L-2        564       1323        470          5
    R-88        L-1       1207       1770        209          2
    R-89        L-4       1277       2328        312          1
    R-90        L-3       2236       3003        266          4
    R-91        L-2       1924       2998        390          3
    R-92        L-1       1895       2932        205          2
    R-93        L-2       1968       2260        277          5
    R-94        L-1        758       2174        214          5
    R-95        L-3       1024       2160        320          1
    R-96        L-3       2085       2971        229          3
    R-97        L-1       1567       2379        326          5
    R-98        L-3       1352       2153        275          3
    R-99        L-4        693       1183        326          1
   R-100        L-4       1427       2302        325          5
   R-101        L-1        837       2226        346          3
   R-102        L-3       1767       2421        207          1
   R-103        L-4       1516       2638        372          5
   R-104        L-2       1453       2009        326          5
   R-105        L-5        578       1722        267          2
   R-106        L-5       2490       3164        265          2
   R-107        L-2       1092       2036        436          2
   R-108        L-1       1937       2352        347          2
   R-109        L-3       1733       3047        485          2
   R-110        L-1        429       1030        494          1
   R-111        L-1        609       1191        280          4
   R-112        L-2       1990       3001        385          5
   R-113        L-3        858       1851        291          5
   R-114        L-5       1819       2718        414          3
   R-115        L-1       1876       2864        278          4
   R-116        L-2       1765       2946        451          4
   R-117        L-5       1199       2512        418          2
   R-118        L-5       1001       1557        422          4
   R-119        L-1       2396       3017        411          5
   R-120        L-3       1198       2280        437          4
   R-121        L-2        473       1667        482          3
   R-122        L-3        521       1525        248          5
   R-123        L-2       2286       2753        343          4
   R-124        L-2        640       1869        339          5
   R-125        L-4       1523       2624        237          2
   R-126        L-3       2287       3240        389          5
   R-127        L-1       1493       2968        427          2
   R-128        L-1       1584       2299        204          5
   R-129        L-3       2001       3431        353          2
   R-130        L-3       1727       2760        244          5
   R-131        L-1       2216       2796        264          3
   R-132        L-5       2360       3369        405          2
   R-133        L-5        358       1322        370          3
   R-134        L-3        849       1857        376          2
   R-135        L-1       1958       3163        422          3
   R-136        L-3       1463       2722        345          4
   R-137        L-3       1439       2908        485          3
   R-138        L-2       1422       2602        227          4
   R-139        L-2       2379       3615        381          1
   R-140        L-1        466       1808        372          3
   R-141        L-3        355       1804        449          4
   R-142        L-3       1199       2583        491          4
   R-143        L-3       1491       2435        394          3
   R-144        L-3       1094       1743        237          3
   R-145        L-1        918       2198        253          4
   R-146        L-3       1387       2603        450          2
   R-147        L-4       1013       1752        412          3
   R-148        L-2        521       1881        358          4
   R-149        L-2        452       1901        356          4
   R-150        L-1        448       1327        487          5
   R-151        L-1        680       1818        456          2
   R-152        L-4       1018       2325        394          1
   R-153        L-1       2118       2430        263          3
   R-154        L-4       1628       2204        341          3
   R-155        L-2        576       1790        324          2
   R-156        L-3       2246       2553        224          5
   R-157        L-2        272        559        287          5
   R-158        L-4        615       1702        295          2
   R-159        L-5       1692       3081        254          2
   R-160        L-1        542        894        205          5
   R-161        L-4        411       1566        204          1
   R-162        L-4       2011       2404        391          2
   R-163        L-2        705       2090        259          1
   R-164        L-2       1803       2271        338          5
   R-165        L-1        219       1126        352          5
   R-166        L-5       1675       1885        206          5
   R-167        L-2        418       1150        301          5
   R-168        L-3       1186       2548        420          5
   R-169        L-4       2007       2978        393          3
   R-170        L-2       2308       2870        202          5
   R-171        L-3       1509       2461        428          5
   R-172        L-1        748       2205        393          1
   R-173        L-2       2220       3514        438          3
   R-174        L-2       2317       3452        326          1
   R-175        L-4       1293       2027        390          4
   R-176        L-3        443       1855        357          5
   R-177        L-4        965       2116        446          4
   R-178        L-3        415        732        313          3
   R-179        L-1       1576       2908        326          5
   R-180        L-4       1691       3009        217          3
   R-181        L-1        730       1517        345          5
   R-182        L-4       1123       2334        231          2
   R-183        L-1       1589       2067        204          3
   R-184        L-1        587       1655        439          3
   R-185        L-3       2238       3670        494          2
   R-186        L-3       1063       1653        361          2
   R-187        L-2        282       1733        321          1
   R-188        L-5       2313       3285        417          5
   R-189        L-3       1010       1753        298          5
   R-190        L-5       1562       2293        424          2
   R-191        L-2       2001       2824        459          3
   R-192        L-5       1631       2317        292          1
   R-193        L-4       2457       3551        415          3
   R-194        L-3       2496       3720        391          3
   R-195        L-4        921       1499        430          4
   R-196        L-2        579       1353        347          5
   R-197        L-2       2424       3242        262          1
   R-198        L-2       2084       2551        228          1
   R-199        L-5       1462       2375        479          2
   R-200        L-5        274        830        448          1
