InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
    R-65        L-1       1724       2381        349          3
    R-66        L-5       1747       2605        275          2
    R-67        L-5       2290       2888        233          5
    R-68        L-3       2337       2793        218          4
    R-69        L-5        567       1433        473          4
    R-70        L-2       2020       2516        408          2
    R-71        L-2        591       1655        454          2
    R-72        L-1       1327       1886        319          5
    R-73        L-3       2394       3706        428          2
    R-74        L-1       2419       3748        285          4
    R-75        L-3        562       1071        459          1
    R-76        L-3       1244       2165        383          5
    R-77        L-1       1847       2823        232          1
    R-78        L-1        929       1677        280          4
    R-79        L-5       1923       2145        221          2
    R-80        L-1       1794       3216        476          3
    R-81        L-3       2101       3176        469          1
    R-82        L-5       2024       2624        296          1
    R-83        L-2        341       1104        380          2
    R-84        L-1       1123       1472        349          1
    R-85        L-5       1118       2573        418          4
    R-86        L-2       1331       2818        374          3
    R-87        L-5        419        813        205          5
    R-88        L-2       2357       3162        443          2
    R-89        L-2       2444       3080        378          3
    R-90        L-3        611       2030        287          4
    R-91        L-2       1032       1518        243          1
    R-92        L-3        838       2021        460          3
    R-93        L-4        295        682        333          1
    R-94        L-4       1505       2813        346          3
    R-95        L-1        411        691        212          1
    R-96        L-3       2286       3505        357          4
    R-97        L-1       1350       2472        243          1
    R-98        L-1       1813       2551        208          5
    R-99        L-1        476       1322        202          4
   R-100        L-5       1962       2898        253          1
   R-101        L-1        249       1663        260          5
   R-102        L-3       1140       2081        431          3
   R-103        L-1       2496       3801        235          1
   R-104        L-4       1204       2453        328          4
   R-105        L-1        380       1545        220          2
   R-106        L-5        847       1878        497          2
   R-107        L-2       2491       3231        490          2
   R-108        L-3       1374       1862        220          5
   R-109        L-4       2068       3325        360          1
   R-110        L-2       1425       2422        260          3
   R-111        L-5        803       2030        498          5
   R-112        L-3        929       1638        230          2
   R-113        L-1       2327       3575        217          1
   R-114        L-4        969       2197        254          5
   R-115        L-4       1318       1754        316          2
   R-116        L-2       1364       2368        369          3
   R-117        L-2       2212       2763        418          2
   R-118        L-3       1089       2501        454          2
   R-119        L-1       2068       3361        474          1
   R-120        L-5        790       1678        442          5
   R-121        L-3       2295       3508        224          1
   R-122        L-1        646       2054        462          2
   R-123        L-1        685       1168        208          2
   R-124        L-5       1789       2316        468          3
   R-125        L-3       1032       2506        331          3
   R-126        L-1       1091       2261        316          3
   R-127        L-2       2412       3690        205          4
   R-128        L-3       1589       2674        415          1
   R-129        L-2        560       1933        402          3
   R-130        L-1        712       1260        238          2
   R-131        L-1       1129       2603        260          2
   R-132        L-1        572       1431        369          4
   R-133        L-1       1139       2216        270          4
   R-134        L-1       1232       1927        487          3
   R-135        L-4       1814       2926        236          4
   R-136        L-2       1905       2513        481          5
   R-137        L-1       2248       3215        325          5
   R-138        L-5        291        597        296          1
   R-139        L-3       1582       2726        286          1
   R-140        L-3       1147       1958        277          4
   R-141        L-1       1364       2287        252          2
   R-142        L-3       2057       2971        460          1
   R-143        L-2       1085       1721        395          1
   R-144        L-5       1997       3390        406          5
   R-145        L-1       1904       2487        307          5
   R-146        L-5        758       2150        401          5
   R-147        L-5       2292       2882        472          4
   R-148        L-3       1222       2255        247          1
   R-149        L-2        541       1195        390          1
   R-150        L-1        360        953        326          1
   R-151        L-4        720       2026        332          5
   R-152        L-2       1246       2486        286          2
   R-153        L-5        382        909        298          3
   R-154        L-1       2115       3225        440          3
   R-155        L-1       1549       2159        396          4
   R-156        L-4        938       2251        235          5
   R-157        L-5        719       1668        300          4
   R-158        L-1        970       1971        283          5
   R-159        L-5        802       1871        354          3
   R-160        L-4        477       1208        485          4
   R-161        L-4        416        667        205          5
   R-162        L-5       2258       3474        476          2
   R-163        L-4       1810       3074        240          3
   R-164        L-1       1041       2397        458          4
   R-165        L-5        560       2005        254          2
   R-166        L-3       1951       2649        402          2
   R-167        L-5       1375       2473        348          2
   R-168        L-3       1968       3053        389          2
   R-169        L-1       1191       1799        370          3
   R-170        L-4       2194       3156        268          2
   R-171        L-2       2460       3459        388          5
   R-172        L-5       1571       2833        351          1
   R-173        L-3        838       1375        333          2
   R-174        L-4       2201       3003        241          2
   R-175        L-1       1755       2086        243          5
   R-176        L-1       1424       2081        340          5
   R-177        L-3        881       1321        370          1
   R-178        L-1       1234       2663        419          1
   R-179        L-2        750       2098        219          2
   R-180        L-1        272       1233        397          2
   R-181        L-1        432        834        286          3
   R-182        L-1       1367       2697        275          3
   R-183        L-2       2418       3070        409          1
   R-184        L-4        464        815        280          4
   R-185        L-3        312       1349        226          4
   R-186        L-3        914       1243        266          3
   R-187        L-4        225       1576        356          3
   R-188        L-1       2475       3340        359          1
   R-189        L-2        856       1383        339          3
   R-190        L-2       2078       3062        352          1
   R-191        L-1       1319       2128        219          3
   R-192        L-3        844       1821        498          4
   R-193        L-4        459       1466        241          2
   R-194        L-3        504       1748        267          3
   R-195        L-2        480       1631        333          4
   R-196        L-4       1934       2905        362          1
   R-197        L-3       1667       2436        442          5
   R-198        L-5        303       1644        432          4
   R-199        L-3       2011       3458        427          3
   R-200        L-1       1451       2006        494          5
