InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
   R-195        L-1       1908       3022        358          2
   R-196        L-3       1999       3407        269          3
   R-197        L-2        200       1425        367          5
   R-198        L-5        499       1591        228          4
   R-199        L-4       2435       3663        434          2
   R-200        L-4        862       1592        427          2
   R-201        L-4        480       1298        460          4
   R-202        L-5        754       1273        337          4
   R-203        L-1        790       1823        433          4
   R-204        L-1       1712       2462        372          4
   R-205        L-2        423       1694        430          2
   R-206        L-5       1595       2656        271          2
   R-207        L-2        955       2307        269          1
   R-208        L-5       1623       2770        202          3
   R-209        L-1       1849       3279        354          2
   R-210        L-5        715       1241        227          4
   R-211        L-2       2269       3136        422          1
   R-212        L-3        418       1439        284          3
   R-213        L-4        528       1626        300          2
   R-214        L-4       1403       2126        428          1
   R-215        L-2        406        898        383          4
   R-216        L-3       1718       2333        305          2
   R-217        L-5        575       2062        437          3
   R-218        L-3       1903       3178        429          3
   R-219        L-4       1539       2339        398          3
   R-220        L-3       2237       3435        323          4
   R-221        L-4        260        898        335          2
   R-222        L-2       2468       3066        243          4
   R-223        L-2        786       1122        327          5
   R-224        L-2        898       2131        269          5
   R-225        L-2        271       1338        420          3
   R-226        L-3       1474       2003        298          1
   R-227        L-4        452       1898        274          5
   R-228        L-5        569       1503        315          2
   R-229        L-4       1783       2394        494          5
   R-230        L-5       1321       2402        333          4
   R-231        L-4       1975       2498        490          3
   R-232        L-4       1950       2902        446          4
   R-233        L-3        339       1228        248          2
   R-234        L-4       2402       3812        444          4
   R-235        L-3       2086       3148        285          3
   R-236        L-4       1129       1642        302          2
   R-237        L-3       1349       2345        407          4
   R-238        L-3       2482       3592        439          4
   R-239        L-2        218       1435        351          4
   R-240        L-2       1408       2133        206          4
   R-241        L-3       1917       3194        285          4
   R-242        L-1       1123       2589        288          1
   R-243        L-4       2391       3003        356          1
   R-244        L-5       2226       2973        352          5
   R-245        L-3       1617       2166        246          1
   R-246        L-3       1849       2256        233          3
   R-247        L-3       1157       1850        205          1
   R-248        L-2       1492       2828        440          5
   R-249        L-1       1717       2805        474          1
   R-250        L-3       1026       1405        331          3
   R-251        L-4       1919       3373        310          2
   R-252        L-3        386       1099        215          1
   R-253        L-2       2246       3672        393          2
   R-254        L-5       1504       2397        387          1
   R-255        L-5        979       2012        300          3
   R-256        L-4        307       1032        423          4
   R-257        L-5        801       1525        324          3
   R-258        L-3       2208       3263        390          1
   R-259        L-5        471       1700        414          1
   R-260        L-3       1121       1834        241          5
   R-261        L-1       2067       3310        497          2
   R-262        L-5       2413       2905        404          3
   R-263        L-4       2282       2839        206          2
   R-264        L-4       1770       3074        208          5
   R-265        L-5        403       1317        331          3
   R-266        L-4       2103       3453        486          5
   R-267        L-1       1534       3031        287          2
   R-268        L-2       1533       2622        420          3
   R-269        L-3        803       1427        423          1
   R-270        L-5        442       1455        276          5
   R-271        L-4       1151       2474        414          3
   R-272        L-4       1980       2444        260          4
   R-273        L-1        241       1352        270          1
   R-274        L-4       1517       2303        500          3
   R-275        L-3       2196       2837        313          1
   R-276        L-2       2287       3214        496          4
   R-277        L-2       1390       2793        207          3
   R-278        L-4        507       1669        339          4
   R-279        L-4       2186       3213        500          1
   R-280        L-1        701       2111        296          5
   R-281        L-3       1333       2744        404          5
   R-282        L-2       1164       1543        239          1
   R-283        L-5       1451       2618        424          5
   R-284        L-5        653       1207        249          4
   R-285        L-1       1963       2969        449          2
   R-286        L-3       1295       2357        414          2
   R-287        L-2       2313       2954        453          1
   R-288        L-5       1061       1629        468          2
   R-289        L-5       1611       3001        326          1
   R-290        L-4        260       1208        437          2
   R-291        L-1       1683       2234        403          4
   R-292        L-5        903       2202        369          5
   R-293        L-1       2246       3361        334          5
   R-294        L-1       2405       2793        315          3
   R-295        L-4       2408       2979        402          2
   R-296        L-4       1651       3059        472          5
   R-297        L-2        469       1654        408          1
   R-298        L-2       2149       3179        342          5
   R-299        L-2        247        845        340          5
   R-300        L-4       2266       2823        305          5
   R-301        L-3       1258       2662        329          2
   R-302        L-1       1189       1799        410          2
   R-303        L-5       2273       3569        387          5
   R-304        L-5        577       1791        456          1
   R-305        L-4       1859       3234        248          3
   R-306        L-2        774       1382        212          3
   R-307        L-1        698       2088        433          1
   R-308        L-5       2055       3324        375          5
   R-309        L-4        683       1453        439          1
   R-310        L-3       1504       2543        240          1
   R-311        L-4       1885       2857        265          3
   R-312        L-5       1249       1630        317          1
   R-313        L-5        811       1600        255          1
   R-314        L-2       1529       2330        226          2
   R-315        L-2        295       1086        242          1
   R-316        L-4       1661       2404        296          2
   R-317        L-1       2216       3077        244          3
   R-318        L-3       1518       2506        204          3
   R-319        L-3        286       1632        423          4
   R-320        L-4       1117       2042        423          2
   R-321        L-4        983       1846        223          3
   R-322        L-3        533        946        360          1
   R-323        L-3        516       1216        277          4
   R-324        L-3       1053       2159        485          5
   R-325        L-1       2432       2910        428          3
   R-326        L-3        874       1279        349          1
   R-327        L-5       1730       2590        485          4
   R-328        L-5        544       1337        446          2
   R-329        L-5       1678       3151        466          1
   R-330        L-3        385       1535        245          4
   R-331        L-2        285       1306        420          1
   R-332        L-4       1862       2426        303          4
   R-333        L-2       1150       1807        464          4
   R-334        L-1       2495       3153        322          4
   R-335        L-4       2228       3624        466          2
   R-336        L-1       1901       3332        454          3
   R-337        L-1       2469       3441        432          5
   R-338        L-5        830       1751        457          5
   R-339        L-1       1247       1781        413          1
   R-340        L-2       1315       2812        489          5
   R-341        L-2        957       1682        429          3
   R-342        L-1       2173       2657        431          3
   R-343        L-5       1942       2704        308          5
   R-344        L-4        276       1513        225          5
   R-345        L-2       2009       2691        201          4
   R-346        L-5        963       1507        238          1
   R-347        L-3        649       1226        329          2
   R-348        L-4        555       1189        386          2
   R-349        L-1       1919       3192        466          2
   R-350        L-1        708       1552        435          5
   R-351        L-5       1709       2227        399          1
   R-352        L-1       1263       1963        263          4
   R-353        L-2       1027       1481        426          3
   R-354        L-1       1390       2888        235          3
   R-355        L-2        517       1352        405          2
   R-356        L-2       2305       2997        238          3
   R-357        L-5       1162       2360        474          3
   R-358        L-4       1654       3067        377          5
   R-359        L-3        596       1159        404          2
   R-360        L-5        510       1158        324          4
   R-361        L-3       2087       2997        397          3
   R-362        L-1       1855       3265        230          3
   R-363        L-5        495       1330        340          2
   R-364        L-5       1256       2031        251          5
   R-365        L-4       1239       2613        452          4
   R-366        L-4       1982       3233        362          3
   R-367        L-4       2133       2750        235          3
   R-368        L-2       2045       2601        210          4
   R-369        L-4        217        769        201          2
   R-370        L-5        384       1636        358          2
   R-371        L-5        779       1276        352          4
   R-372        L-1        545       1616        400          5
   R-373        L-1       1380       1943        327          3
   R-374        L-4       1264       2337        354          4
   R-375        L-4       1361       2602        404          2
   R-376        L-4       1119       2485        391          4
   R-377        L-2        555       1010        270          5
   R-378        L-1       1254       1811        307          5
   R-379        L-2       1574       2230        228          5
   R-380        L-5       1052       1822        457          3
   R-381        L-4       1652       2505        249          4
   R-382        L-5       1647       2241        296          3
   R-383        L-4        659       1354        322          2
   R-384        L-2       1648       3105        365          5
   R-385        L-2       1924       3403        441          3
   R-386        L-1        468       1326        425          1
   R-387        L-1        950       1375        389          4
   R-388        L-3        936       2325        320          3
   R-389        L-4       2007       3413        483          2
   R-390        L-3        580       1960        481          3
   R-391        L-1        272        792        304          2
   R-392        L-4       2127       3502        316          5
   R-393        L-2       1032       1386        299          3
   R-394        L-4       1656       2967        299          3
   R-395        L-3       1512       2056        479          1
   R-396        L-5       1214       2311        476          5
   R-397        L-4       2373       2931        424          1
   R-398        L-1       1528       2050        491          5
   R-399        L-2       2153       2898        242          5
   R-400        L-5       2103       2547        373          2
   R-401        L-5        260       1565        478          1
   R-402        L-5       2260       3057        411          1
   R-403        L-1       1614       2319        285          3
   R-404        L-3        310        946        412          5
   R-405        L-2       1060       2309        369          3
   R-406        L-3       2101       2702        245          2
   R-407        L-5       2435       3098        297          5
   R-408        L-1       2212       3277        422          5
   R-409        L-4        289       1150        462          4
   R-410        L-5       1410       2764        472          1
   R-411        L-3       2493       3149        480          2
   R-412        L-2       1377       2801        317          5
   R-413        L-1        798       1427        400          1
   R-414        L-5       1027       1723        488          2
   R-415        L-3       1055       1699        407          1
   R-416        L-5        933       1974        238          1
   R-417        L-1       1256       2699        459          5
   R-418        L-4        575       1904        458          3
   R-419        L-4       2265       3186        299          3
   R-420        L-2        717       1250        378          4
   R-421        L-3       1944       2493        405          2
   R-422        L-5       2081       3345        279          5
   R-423        L-2        243       1095        259          3
   R-424        L-5        975       2236        481          5
   R-425        L-2       1121       1514        308          3
   R-426        L-1        200       1014        200          3
   R-427        L-5       1564       2068        419          4
   R-428        L-2       2110       3376        320          3
   R-429        L-3        349       1393        446          1
   R-430        L-3       1562       2931        249          5
   R-431        L-4       1519       2511        370          2
   R-432        L-4        855       2105        208          4
   R-433        L-5        718       2149        326          1
   R-434        L-3        342       1685        484          1
   R-435        L-3        484       1597        396          4
   R-436        L-3        834       1208        352          4
   R-437        L-4       2424       3337        344          5
   R-438        L-5       1905       3376        269          4
   R-439        L-3       1147       2256        420          3
   R-440        L-3        297       1680        414          2
   R-441        L-2       1332       1933        484          5
   R-442        L-5        327       1434        490          3
   R-443        L-2        664       1207        369          1
   R-444        L-5        994       2213        386          3
   R-445        L-2       2050       2810        270          4
   R-446        L-3        479       1547        347          1
   R-447        L-4        793       1290        351          1
   R-448        L-5       1487       2262        366          1
   R-449        L-2       1835       2910        375          3
   R-450        L-3        278        936        468          5
   R-451        L-1       1503       2537        393          4
   R-452        L-3        550       2047        363          4
   R-453        L-3       2497       3336        356          2
   R-454        L-5        208       1584        447          4
   R-455        L-3       1570       2740        446          1
   R-456        L-4       2127       2662        258          2
   R-457        L-1       1304       2459        469          3
   R-458        L-2       1411       2477        377          1
   R-459        L-1        554       1716        430          3
   R-460        L-2        527       1038        279          5
   R-461        L-1       1305       2652        351          1
   R-462        L-5        578       2043        388          5
   R-463        L-1        350       1118        364          4
   R-464        L-5       1198       2041        270          4
   R-465        L-1       2224       3231        472          1
   R-466        L-3        312       1770        346          1
   R-467        L-5        608       2104        271          1
   R-468        L-5        713       1116        288          4
   R-469        L-1       1001       1776        294          5
   R-470        L-2        960       1663        446          5
   R-471        L-5        611       1249        292          5
   R-472        L-4       1894       2720        500          4
   R-473        L-5        373       1072        459          2
   R-474        L-2        817       2200        471          3
   R-475        L-3        487        755        262          5
   R-476        L-3       1154       2648        314          2
   R-477        L-2       2150       2663        406          1
   R-478        L-4       2224       2890        481          1
   R-479        L-4        263       1361        418          3
   R-480        L-2       1644       2728        352          3
   R-481        L-5       1574       2065        279          5
   R-482        L-2       1141       2015        458          4
   R-483        L-5       2028       3343        244          2
   R-484        L-1        261       1217        409          5
   R-485        L-5       1470       2424        237          2
   R-486        L-4       2041       2675        395          2
   R-487        L-3       1691       2609        476          5
   R-488        L-3       1522       2629        434          5
   R-489        L-1        588       1492        295          5
   R-490        L-4       1488       2256        394          1
   R-491        L-4        961       2042        435          3
   R-492        L-3       1189       2632        273          4
   R-493        L-2        806       1299        369          2
   R-494        L-1       2029       3054        222          3
   R-495        L-4        320       1565        481          3
   R-496        L-1        470       1759        479          3
   R-497        L-4       1336       2440        259          4
   R-498        L-3       1678       2295        392          2
   R-499        L-2       1691       2328        264          3
   R-500        L-3        634       1637        443          2
